OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-344258,9455,Sweet And Salted Popcorn,Tesco,110g,"Frankreich,Vereinigtes Königreich",2024-10-12,18.58
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,248 g,"France, en:united-kingdom",2024-05-11,14.99
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,225g,"France, United Kingdom, en:portugal",2025-09-08,12.53
REC-127463,13169,Knoppers Einzelpack,Storck,25 g,"Dänemark,Frankreich,Deutschland,Marokko,Polen,Schweiz,Vereinigtes Königreich",2025-01-31,24.3
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,40g,"France,Ireland,United Kingdom",2025-09-27,24.5
REC-113479,5718,Tableta chocolate negro 85%,Carrefour BIO,100 g,"Belgique,France,Espagne",2024-11-12,2.66
REC-764198,5365,Lentil Chips,Snackrite,6 x 15 g,United Kingdom,2025-03-17,19.13
REC-316744,11025,Lindt lait extra fin,Lindt,Unknown,en:fr,2024-09-27,16.04
REC-601543,11146,PiCK UP ! Choco x6,Generic,168 g,"France, en:belgium",2024-09-16,20.76
REC-204201,6171,Fourré FIGUES,Gerblé,180 gr,en:fr,2024-09-09,21.42
REC-316418,14598,curry cauliflower bites,Holland & Barrett,171 g,United Kingdom,2024-06-19,10.02
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,135g,"Belgium,Bulgaria,France,Germany,Luxembourg",2024-08-11,5.02
REC-561609,6283,Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations",100 g,"France,Portugal",2025-04-19,13.16
REC-993869,14044,Chips Craquante Sel Brets,Bret's,125 g ℮,France,2024-07-27,23.05
REC-104547,9830,Hanuta 10er-Pack,Ferrero,220 g (10 x 22 g),"France, Germany, Morocco, Switzerland, en:ukraine",2025-02-12,15.14
REC-437468,9108,Onduladas campesinas,Risi,Unknown,"Maroc,Espagne,Francia",2025-07-01,20.42
REC-221393,13322,Fennel Seed Tarallini,Crosta & Mollica,170g,United Kingdom,2025-04-17,13.16
REC-452478,12790,CARAMEL,Lindt,100g,en:gb,2024-11-16,13.16
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,85g,"Ireland,United Kingdom",2025-11-13,19.41
REC-992864,10746,chipsfrisch ungarisch,funny-frisch,150g,Deutschland,2025-07-01,6.39
REC-955523,8057,Noir 85%,Biocoop,100 g,France,2024-02-24,16.04
REC-218768,6370,Matin Chocolat,Generic,200 g,France,2024-02-21,22.75
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,200 g (8 x 25 g),"Bulgaria,France,Germany",2025-04-10,18.36
REC-346482,14372,Véritable petit beurre🧈,Generic,25 g,"Belgium,France,Switzerland",2024-04-18,20.4
REC-408869,7478,Le palmier,Bjorg,100 g,"France,Switzerland",2025-06-21,9.72
REC-609749,13831,Fourrés goût citron,Bjorg,225 g,France,2024-06-04,23.43
REC-518995,11640,Nicaragua grand cru waslala 75%,Generic,100 g,France,2025-03-02,1.33
REC-294094,9642,Dessert 72%,Aiguebelle,Unknown,"France,Maroc",2025-03-31,10.89
REC-236778,6005,tentation croque lait aux noisettes suprêmes,Aiguebelle,Unknown,"France, en:morocco",2024-07-07,12.5
REC-679537,7701,REGAÑA,Hacendado,250 gramos,"Rumania,España",2025-04-28,19.89
REC-504192,9185,Galleta dorada,Gullón,Unknown,"France,Morocco",2024-07-29,11.36
REC-884903,7594,Tortilla Chips,Stockwell & Co.,Unknown,United Kingdom,2024-09-20,19.56
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,125 g,United Kingdom,2025-02-25,20.12
REC-742848,14075,Sablés Pavot Coco,Generic,132 g,Francia,2025-02-14,17.98
REC-993045,11096,Choco Tablet Zero sin Azúcares,Anturios,150g,"Marruecos,España",2025-08-17,17.7
REC-276484,5450,Extra Dark 85% Cocoa,"Fin Carré,Lidl",100 g,"Bélgica,España",2025-10-15,21.94
REC-380641,6676,Donut,Be,50g,en:ma,2024-03-07,1.21
REC-590661,5746,Bio crackers,maître Jean pierre,200 g,France,2025-01-20,13.16
REC-298768,6956,Melty - Be,Be,40g,Morocco,2024-04-08,20.37
REC-173877,11980,6111259345782,Generic,Unknown,en:Morocco,2024-02-23,21.29
REC-900752,9555,Digestive sin azúcares,Gullón,400 g,España,2024-07-04,1.0
REC-234370,8993,Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,125g,"France,Netherlands,United Kingdom",2024-08-20,4.58
REC-302639,14765,14 Gaufrettes saveur Cacao,"Brun, Mondelez",146 g ℮,Francia,2024-05-30,21.72
REC-392128,8230,Brioche tressée pépites de chocolat,Pasquier,630 g,France,2024-05-26,9.52
REC-332397,10763,Mon Chéri,Mon Chéri,157 g,"Frankreich,Deutschland,Schweiz",2024-10-26,2.0
REC-834378,9927,Anglesey sea salt crisps,Pipers,150 g,"France, Switzerland, en:united-kingdom",2025-10-24,13.22
REC-365424,5254,LOTUS Gaufre de Liège Chocolat 363g (7x1p),Lotus,363 g,"France, en:algeria",2024-07-31,13.16
REC-610291,6868,Chocolat Dessert Noir 55%,Aiguebelle,175g,"France, en:morocco",2025-06-03,23.2
REC-582086,8981,Milka Choco Mini Stars,Milka,150g,"Bulgaria,Croacia,Estonia,Francia,Polonia,República Srpska,Rumania,Eslovenia,España",2025-08-26,23.81
REC-137989,8808,Choco wafer,"Milka,Mondelez",180 g,"Francia,Marruecos,España",2025-07-24,16.73
REC-664778,11341,Pelotazos,"Cheetos,PepsiCo",130 g,"Portugal,España",2025-01-30,17.13
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as",45g,"France, Germany, Netherlands, Spain, United Kingdom, en:belgium",2024-02-29,14.94
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),Kiddylicious,48 g,"France, en:united-kingdom",2024-12-04,7.79
REC-476792,10960,Barquillos Chocolate Zero sin azúcares,Gullón,60g,"Morocco, Romania, Spain, en:bulgaria",2025-01-04,13.46
REC-389541,8760,Sweet & Salty Nut,Nature Vallley,30g,"France,Royaume-Uni",2025-04-04,13.16
REC-659487,5267,Mini cheddars,Generic,Unknown,en:gb,2024-11-21,21.51
REC-436451,5050,Barres de céréales fraises et framboises x 6,Crownfield,"124,8 g",France,2025-06-24,1.48
REC-668201,14522,Oatcakes - Organic,Nairn's,250 g,"France, en:united-kingdom",2025-10-23,21.37
REC-559769,9717,Multigrain Crackers,Rivercote (LIDL),170g,France,2025-03-28,11.18
REC-163843,7058,Mélange de noix et pistaches,Alesto,200g,"Bulgaria,France,Germany,Switzerland",2024-06-11,5.69
REC-389627,7968,Petit écolier tendre coeur au lait,"LU,Mondelez international",120 g,France,2025-05-10,15.77
REC-291625,9280,Tartines de Pain multi-céréales,Pasquier,240 g,France,2025-01-16,3.97
REC-215939,12008,Tzatziki,Blini,200 g,"France,Suisse",2024-12-25,13.16
REC-460105,9017,Chocolat noir 72% cacao,"Marque Repère, Equador",Unknown,"France,Réunion",2024-06-08,18.01
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,90 g e,"France,Switzerland",2024-09-29,8.08
REC-965114,7928,Maltesers 175g,MALTESERS,175g,"Argelia,Austria,Bélgica,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,Túnez,Emiratos Árabes Unidos,Reino Unido",2024-11-10,3.1
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,30 g,"France, Switzerland, United Kingdom, en:belgium",2024-10-22,7.0
REC-327611,14977,Caprice,Papadopoulos,115g,"Bulgaria, France, French Guiana, Greece, Guadeloupe, Romania, en:italy",2025-02-06,20.17
REC-663235,14945,Horno Al punto de sal,"Lay's,PepsiCo",150 g,"Italia,Portugal,España",2025-07-30,21.66
REC-216026,13503,Snack Pipas,Anitin,166 g,Espanha,2025-05-15,19.74
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,85g,en:gb,2024-10-25,12.84
REC-981342,9462,8 Crêpes Chocolat,Whaou,8 crêpes🥞,France,2024-06-05,2.36
REC-710952,10977,Savoury Crackers,Savour Bakes,200 g,en:gb,2024-02-22,21.86
REC-507409,5862,Major,SAÏDA,Unknown,Morocco,2025-03-18,15.89
REC-977027,11506,Clorets,Clorets,Unknown,Morocco,2025-11-07,4.26
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,45 g,United Kingdom,2024-09-20,12.01
REC-651702,8050,Digestive,Generic,400 g,"Croatia, Italy, Romania, Slovenia, en:france",2024-10-10,7.31
REC-534429,13627,Erdnüsse geröstet & gesalzen,Ültje,180g,"Österreich,Deutschland",2026-01-20,8.42
REC-247463,5655,Choco Tom gaufrettes,Tom,100 g,Tunisia,2025-10-17,2.12
REC-789412,11990,Sablés beurré nantais,"LU, Mondelez International",130 g,"France,Allemagne,Suisse",2025-11-24,16.52
REC-999404,14703,Grany Fraise 🍓 & Framboise,Lu,108 g,Francia,2025-10-22,11.64
REC-130511,6344,Laus nature,"Lay's, Lays, PepsiCo",Unknown,France,2025-02-09,7.02
REC-917059,12881,3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",85 g,France,2025-02-14,5.19
REC-183053,6705,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz)",Gerblé,200 g,Francia,2025-09-03,8.48
REC-511759,7039,Galette Épeautre Son d'Avoine,Bjorg,Unknown,"France,French Guiana,Morocco,Switzerland",2025-05-07,14.72
REC-974820,9615,Pain d'Épices au Miel,Brossard,350 g,"en:france, en:Suiza",2024-08-30,15.66
REC-624871,13121,barbeque flavour popped potato snacks,popchips,85 g,"France, United Kingdom",2025-05-21,23.22
REC-161412,6432,Original Oreo,Oreo,352g,"Belgium, Canada, Denmark, Finland, France, Germany, Mauritius, Morocco, Réunion, Spain, Switzerland, en:latvia",2025-10-24,5.2
REC-507617,10369,Takis Fuego 90g,Generic,90g,"en:morocco, en:spain, en:france",2025-12-05,17.94
REC-583819,12795,Cacahuètes grillées sans sel ajouté.,Carrefour,200 g,"Belgique,France,Italie,Pologne,Roumanie,Espagne",2025-04-01,18.06
REC-386157,7846,Le Petit Beurre,LU,167 g,en:gb,2025-01-18,11.23
REC-814427,14101,Pringles Salt & Vinegar,Pringles,185g,"Germany,United Kingdom",2024-08-16,12.39
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO.,130g,"Switzerland,United Kingdom",2025-02-08,10.41
REC-837125,9228,Madeleine,Bonne Maman,175 g,"France,Royaume-Uni",2025-10-15,5.7
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,200 g,France,2024-02-09,6.39
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,Snack-A-Jacks,159 g,"France, en:united-kingdom",2024-06-15,20.09
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,200 g,"France, en:united-kingdom",2025-04-01,4.02
REC-943230,8023,Dark Chocolate 85% Cocoa,Generic,80 g,Romania,2025-11-19,21.91
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,230 g.,"Francia,Italia",2025-03-05,16.76
REC-475078,5189,Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,100 g,"Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,España",2025-08-05,22.9
REC-240162,8735,Mini cracker!,Gullón,350 g,"Francia,Spagna,Italia, en:morocco",2025-05-30,1.39
REC-779048,13269,Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio",132 g,"France,La Réunion",2024-06-15,8.76
REC-375336,10650,Cashews roasted & salted,Alesto,150 g,"Bulgaria,France,Hungary,Romania,Spain,United Kingdom",2025-09-29,11.44
REC-709387,10421,"Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",Gerblé Bio,132g,France,2024-06-16,23.14
REC-407316,7196,Tartines croquantes,"Aldi, Simplement Bon et Bio",200 g,France,2025-01-31,5.85
REC-858767,8973,Petits chocos 🍫,Bonne Maman,Unknown,France,2025-01-12,16.01
REC-598404,12274,Barre granola goût chocolat et enrobage crème de cacao,Vitalia,Unknown,France,2024-05-21,11.86
REC-989289,6898,Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",200 g,France,2026-01-24,7.18
REC-846558,9606,Tablette de chocolat noir 100g,"U, U Bio",100 g,France,2024-02-12,10.22
REC-964602,13977,Brioche tranchée,Brioche Pasquier,450 g (environ 14 tranches de 32g),"Frankreich,Schweiz",2024-06-24,13.16
REC-291860,12564,Tartines craquantes Multicéréales,"JARDIN BIO ETIC, Jardin bio",150 g,France,2024-11-27,4.98
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,180 g,"France,United Kingdom",2024-10-21,24.41
REC-804584,11991,Dunkle Schweizer Schokolade mit Chili-Extrakt,Lindt Excellence,100 g,"Australia,Dinamarca,Francia,Nueva Zelanda,España,Suiza,Reino Unido",2025-09-07,16.62
REC-280797,7748,Sasanki,"Lidl,Roland,Sondey,Trium",210g,"Bulgaria,Czech Republic,France,Poland",2024-04-04,18.05
REC-218429,11026,Black Pepper Savoury Crackers,"Aldi, Specially Selected",185g,"United Kingdom, Germany",2024-06-07,7.58
REC-820572,14990,Lightly sea salted,Sainsbury's,150g,United Kingdom,2024-08-25,17.96
REC-479422,11567,Honey Roast Crunch,Graze,100g,United Kingdom,2025-11-24,8.65
REC-966925,9174,Salt & Vinegar flavoured rice cakes,Tesco,130 g,"Ireland,United Kingdom,en:united-kingdom",2025-03-03,12.08
REC-318299,12291,Barbecue Lentil Chips,Proper Chips,70 g,United Kingdom,2025-06-01,21.31
REC-934772,8086,Lays,Lay's,250 g,France,2024-09-08,7.39
REC-490629,7191,Cracotte framboise,Lu,200 g,France,2024-09-21,13.16
REC-505061,12134,Milk Hazelnut,Lindt,150 g,"France,Maroc",2024-02-19,16.52
REC-201449,13246,Sablés bio chocolat noir intense,Céréal Bio,132g,"Belgium,France,Spain,Switzerland",2025-02-17,17.84
REC-752813,11929,Petits Muffins Chocolat,Generic,235 g,"France,Germany,Switzerland",2025-01-06,15.91
REC-664382,13394,Biscuits Farine de Blé et Graines de Sésame,Bjorg,184 g,France,2025-06-16,13.02
REC-947013,12219,20 madeleines longues aux œufs frais,Le Ster,Unknown,"Canada,France,Allemagne",2024-02-18,11.17
REC-909742,10084,La Gâche Tranchée,La Fournée dorée,Unknown,France,2024-07-17,3.19
REC-507539,12871,Cioccolato Nocciole intere,RITTER SPORT,100 g,"Austria, Belgium, Czech Republic, Denmark, France, Germany, Ireland, Italy, Philippines, Switzerland, United Kingdom, en:netherlands",2025-10-26,17.07
REC-122982,8212,Crunchy Canadian Maple Syrup,Nature Valley,210 gram,"France, Germany, United Kingdom, en:ireland",2025-04-09,3.2
REC-323880,14871,raw fruit & nut bar,Nākd,35 g,"Bélgica,República Checa,Francia,España,Suiza",2024-09-30,6.69
REC-406158,6244,Rosemary & sea salt Flatbreads,Nairn's,150 g,"France, en:united-kingdom",2025-03-04,4.66
REC-224476,8349,Dolca chocolate negro,"Dolca,Nestlé",Unknown,"Argelia,Francia,Marruecos,España",2024-02-06,15.41
REC-720973,10030,Sea Salted popcorn,Generic,10g,United Kingdom,2024-02-28,22.88
REC-336820,9595,Lightly salted tortilla chips,Aldi,200 g,United Kingdom,2025-10-11,19.85
REC-138780,9275,Biscuits caramel épeautre,Gerblé,132g,France,2024-04-14,16.56
REC-647288,13051,NESTLE DESSERT Noir Bio 170g,"Nestlé, Bio+, Nestle dessert",170 g,France,2025-11-05,13.16
REC-187419,7747,Donut milky,Generic,Unknown,en:ma,2024-04-15,2.35
REC-647081,13501,Chips saveur beurre salé,Brets,125 g,France,2024-04-02,13.18
REC-536166,7911,Almond Butter + Puffed Quinoa Dark Chocolate,Hu,60 g,United Kingdom,2025-07-12,20.55
REC-676722,5228,Rice and Corn Cakes,Snack a Jacks,117g,en:United Kingdom,2024-08-21,22.84
REC-312311,11108,Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks,Off The Eaten Path,Unknown,en:gb,2025-07-17,22.74
REC-939425,9066,Sticky Toffee Oat Boosts,Generic,Unknown,United Kingdom,2025-12-13,11.4
REC-180800,13602,Soft Bakes Blueberry,"Belvita,Mondelez",250g,United Kingdom,2024-04-17,10.74
REC-850691,12889,Palets Bretons au beurre,Sondey,250 g (2 * 125 g),Frankrijk,2025-04-02,13.16
REC-790409,14117,MADELEINES CHOCOLAT LAIT,Bonne Maman,300 g,France,2025-10-01,10.62
REC-258740,10660,"Bonne Maman - Le petit Quatre-Quarts pur beurre, 300g (10 sachets fraîcheur)",Bonne Maman,300 g,"France,en:france",2024-08-23,10.42
REC-586138,10754,Monster Munch - Produit soufflé à base de pomme de terre goût salé,Generic,135 g ℮,Frankrijk,2025-09-23,1.17
REC-948010,6414,Chips Paysanne,Brets,250 g,en:france,2025-04-01,13.8
REC-656624,14296,La madeleine coque chocolat noir,Maison Colibri,240 g,France,2025-08-21,15.95
REC-627465,9319,Bio Vollmilch-Schokolade,Fairglobe,100 g,"France, Germany, Spain, en:romania",2024-06-17,12.02
REC-862824,6149,Tunnocks Teacakes 6pk al anhar,Tunnock’s,144g,"Australia, France, Spain, en:united-kingdom",2025-01-17,1.13
REC-621553,11127,Gaufres de Liège perles de sucre,Lotus,45 g e,"Belgique,France",2024-09-07,1.33
REC-640030,5943,Pufuleti,Gusto,45g,"Germany, Hungary, Romania, Spain, fr:francia, en:united-kingdom",2024-11-17,20.31
REC-363709,11230,La Buena María Original,"Fontaneda,Mondelez",Unknown,"Francia,España",2024-05-13,24.82
REC-693182,6983,Barritas de trigo y arroz integral con chocolate con leche,Hacendado,100g,Spain,2024-08-16,11.19
REC-318596,12823,Noix du Bresil,Seeberger,200g,"Frankreich,Deutschland,Luxemburg,Schweiz",2025-02-12,13.16
REC-668123,7387,Protein Bar,Generic,45g,"Germany,Bulgaria",2024-07-25,23.71
REC-814899,5229,LOTUS BISCOFF Speculoos Original Pocket - 186g (12x2p),Lotus,186 g,France,2025-12-18,24.84
REC-847049,7866,Petites madeleines aux œufs saint Michel,St Michel,400 g,France,2024-04-21,24.09
REC-863361,9411,"Hazelnut, Caramelised Cashew & Pistachio Milk Chocolate",Waitrose,100g,United Kingdom,2025-04-02,4.56
REC-990571,11012,Biscotti Pan di Stelle,"Barilla, Mulino Bianco",350,"France,Italie,Espagne",2024-05-22,20.33
REC-246458,6775,Root Vegetables,Tesco,125g,en:gb,2024-06-13,22.54
REC-867763,5945,Cheese Twists,M&S Food,125g,United Kingdom,2024-03-15,8.22
REC-727112,13324,Quadro l'original,Cémoi,187g,France,2025-03-15,15.49
REC-579136,13571,Takis Fuego,"Barcel, Takis",100g,"Bosnia and Herzegovina, France, Germany, Romania, en:belgium",2024-02-28,10.44
REC-822917,6265,original made with sea salt,triscuit,8.5oz,"France,United States, World",2024-04-14,1.34
REC-475261,7445,Roasted Cashew-Peanut-Mix Honey & Salt,"Alesto, Lidl",200g,"Germany,United States",2024-02-27,22.85
REC-923721,6741,Scottish Rough Oatcakes,Rivercote,250 g,"France,United Kingdom,en:united-kingdom",2025-05-31,13.55
REC-760379,10111,Menier Pâtissier Tablette,"Nestlé, Menier",200 g,France,2025-04-03,16.25
REC-437902,5350,"Gerblé - Sesame Chocolate Cookie, 200g (7.1oz)",Gerblé,Unknown,"Francia,Martinica",2024-06-19,7.7
REC-499701,5423,Barre amande,Generic,150 g (6 x 25 g),Francia,2025-08-01,13.16
REC-271147,5701,Formule boost,Daco Bello,200 g,France,2025-09-11,21.41
REC-213317,7388,WALKERS  SALTED,Walkers,32.5g,United Kingdom,2025-09-11,15.18
REC-659804,8799,Lime & Coriander Chutney Poppadoms,"Sensations, Walkers",82.5 g,"France,United Kingdom",2025-03-22,13.16
REC-266689,8992,Conikos fromage,Conikos,35 g,Maroc,2025-01-30,11.5
REC-239220,9396,Pan Goccioli,"Barilla, Mulino Bianco",8 x 42g,"Italy,Switzerland",2024-07-07,1.52
REC-391103,8565,Sour Cream & Chive Flavour Wheat & Potato Pretzel Knots,Penn State Snacks,7,"France, en:united-kingdom",2025-03-26,13.56
REC-653026,12527,Organic cacao nibs,Generic,125g,en:gb,2024-12-11,3.48
REC-846891,11252,Fluffy Milky,best biscuits,1 et 40 g,en:Morocco,2025-06-06,15.86
REC-522970,8207,Gullon zero Snack Choco,Gullón,150g,"Spain, en:morocco",2024-05-26,10.83
REC-443022,5469,Browny,Be,40g,Morocco,2025-01-29,21.49
REC-810406,7157,Mikado chocolat au lait,"Glico, LUMondelez, Mikado",90 g,"en:france, en:switzerland, en:Belgique, en:spain",2025-08-09,17.87
REC-905909,11926,"BN - Cookies - Mini Strawberry x 5, 175g (6.2oz)",BN,175g,"Belgium, France, Switzerland, en:morocco",2025-08-05,20.86
REC-658364,7955,Pain d'épices miel,Bjorg,300 g,"France, en:morocco",2025-02-26,1.53
REC-773311,5932,Galleta de mantequilla,Carrefour,167 g,"Belgium,France,Italy,Martinique,Morocco,Poland,Romania,Spain,Kenya",2025-05-31,13.16
REC-448844,7037,Chocolat noir aux écorces d'orange,Alter Eco,100 g,France,2024-03-24,2.11
REC-239562,14930,Doritos Cool Original 180g,Doritos,180g,"France,United Kingdom",2024-05-17,1.03
REC-556341,5432,chocolat NESTLE DESSERT Noir 2X205g,"Nestlé dessert, Tablettes",410 g,"Canada,France,Allemagne",2024-04-11,14.48
REC-699230,12464,Milk Chocolate Large Bar,Toblerone,360 g,"France, United States, en:united-kingdom",2025-08-18,13.16
REC-418377,11371,Caramelo,"Milka,Mondelez",100 g,"Bélgica,Francia,Italia,Marruecos,Países Bajos,Portugal,España",2024-07-06,11.91
REC-681037,8263,Tablette Kinder Chocolat Chocolat au Lait x16 -200g,"Kinder, Mixte",200 g (16 barres),"France,Spain",2025-08-07,1.68
REC-222981,6449,Più integrali,Galbusera,330 g (6 x 55 g),"en:italy, en:france",2025-10-08,3.51
REC-897575,12965,Raw Fruit & Nut Bar,Generic,35 g,"France, en:united-kingdom",2024-11-07,8.37
REC-924883,12563,Pancakes,la fournée dorée,350g,France,2024-11-28,24.52
REC-940891,5742,Brioche Chocolat,Generic,"8 x 37,5g",en:fr,2025-03-31,8.29
REC-193508,8575,Quality Street,Nestlé,600gm,"Belgium, France, United Kingdom, en:morocco",2024-08-15,7.05
REC-823819,6801,Peanut butter bars,Graze,4 x 30g,en:gb,2025-06-28,3.02
REC-800802,10117,50G RICOLA FRAMBOISE MELISSE,Ricola,50 g,France,2025-01-14,13.19
REC-688703,11492,Veggie Straws,Eat Real,Unknown,en:United Kingdom,2025-02-14,24.12
REC-278812,10649,Sablé des FLANDRES,Generic,250 g e,"France,Suisse",2024-05-31,12.85
REC-315062,9986,Kango,"Kango, LU",225 g,France,2024-05-29,17.55
REC-593546,8506,Belvita petit déjeuner,"Belvita, LU, Mondelez",600 g e,France,2025-08-25,22.48
REC-897947,8365,Chocolate con leche Oreo,"Milka,Oreo,Mondelez",100 g,"Francia,Italia,Marruecos,Portugal,España",2024-05-15,13.16
REC-742505,5945,Buongrano Integrale,"Barilla, Mulino Bianco",Unknown,"France,Italy,Switzerland,en:switzerland",2025-11-15,13.16
REC-724394,11126,Mejora,mejora,ok,en:morocco,2024-06-04,20.71
REC-236920,6739,Flan pâtissier,alsa,Unknown,France,2024-03-22,17.35
REC-673732,14940,Granola Bar Vanilla & White Cream,VITALIA,3 x 23 g,"Netherlands, en:france",2024-02-07,17.9
REC-801989,11261,Sablés sésame & pavot,Cereal bio,"132 g, 3 sachets de 4 biscuits","France,Switzerland",2025-09-18,24.7
REC-809953,7355,Sablés Myrtilles Germes de riz,Generic,140 g,"France,Suisse,en:france",2025-05-18,24.79
REC-699892,8149,Financiers amandes,Bonne Maman,250 g,France,2025-10-31,11.43
REC-127088,12111,Toetilla Chips Nature,Carrefour,200 g,"Belgium,France,Morocco, Italie, Espagne, Pologne, Roumanie",2024-12-04,1.48
REC-419059,7828,Mélange japonais,Maître Prunille,250 g e,France,2024-04-23,13.16
REC-741840,9867,Chocolate negro,Nestlé,Unknown,"Francia,Marruecos,España",2025-01-06,1.06
REC-276146,5884,Oreo Enrobed White imp,"Charbonnel et Walker, GINBIS, Mondelez, Oreo, Oreo - Mondelēz International",245g,"Belgique,France,Allemagne,Italie,Maroc,Royaume-Uni",2024-07-25,1.66
REC-210526,10329,CHOCOLATE SALTED CARAMEL FLAVOUR VITAMIN & PROTEIN BAR,FULFIL,55g,"France, Spain, United Kingdom, en:belgium",2025-11-23,22.22
REC-975885,12924,Essential waitrose wholewheat biscuits,Waitrose,24,"Francia,Reino Unido",2024-08-31,1.78
REC-604853,8195,Harrys brioche tranchee farine complete sans additif 485g,Harrys,485 g,France,2025-09-09,3.86
REC-458423,13185,Barres céréales FRAISE,"Carrefour BIO, Carrefour",Unknown,"en:belgium,fr:France, Italie, Espagne",2025-02-22,16.94
REC-891146,6734,Protein Bar,KIND,3 x 42g (126g),en:gb,2024-08-04,18.82
REC-377795,13099,Sweet Chilli & Sour Cream Potato Chips,Kettle,Unknown,"France, en:united-kingdom",2025-12-02,5.56
REC-893530,10022,Biscotti allo yogurt Dolcesenza,Misura,400 g,Italia,2024-06-18,15.38
REC-240159,14086,Toast crock' céréales complètes,Carrefour,250 g (2 x 125 g),"France,Italy,Poland,Romania,Spain",2025-12-14,13.25
REC-930563,11291,Crunchy Oats & Honey,Nature Valley,42 g,"France,Switzerland,United Kingdom",2025-10-18,9.78
REC-171365,12672,Avoine citron 🍋 graines de chia,Bjorg,130 g,France,2024-11-01,22.53
REC-294340,6040,70% équateur,Alter Eco,100 g,France,2025-07-26,5.52
REC-635882,13864,Pipers Anglesey sea salt crisps,"Pipers,PepsiCo",Unknown,"France,United Kingdom",2025-12-25,1.29
REC-287802,8079,Almond And apricot with a yoghurt coating fruit and nut bar,Eat natural,50 g,"France,United Kingdom",2024-02-17,10.53
REC-315140,12112,Dégustation - Chocolat Noir 72% Cacao,"Maestro,Saïda",100 g,"France,Tunisie",2025-05-30,24.22
REC-717281,5148,Les Grandes 34% Hazelnut Dark,Lindt,150 gr,Reino Unido,2026-01-30,21.03
REC-312621,11778,Salinis,Generic,60 g,"France, Germany, Hungary, Luxembourg, United Kingdom, en:italy",2025-08-19,15.6
REC-386763,6306,Galletas cereales & fibra,Generic,Unknown,España,2025-01-03,1.99
REC-794150,8234,Organic wholemeal digestive biscuits,Doves farm,Unknown,"France, en:united-kingdom",2025-02-15,1.92
REC-417513,6916,Chocolat noir,SCHOLETTA,100 g,France,2024-09-13,11.35
REC-587672,14698,Digestive 0%,Hacendado,Unknown,"Portugal,España",2024-09-07,22.6
REC-999230,8901,Fluffy,Be,40,Maroc,2024-07-31,23.49
REC-722294,11572,tortilla chips,Generic,Unknown,Royaume-Uni,2025-05-24,7.98
REC-301994,10649,Silvia Duo Cacao,Excelo,26g,en:ma,2025-11-04,24.31
REC-417972,14035,Biscuits avoine chocolat,"Carrefour BIO,Carrefour","130 g (3 x 43,3 g)","France,Italie,Espagne",2025-04-13,21.72
REC-378786,7970,Panettone Classico,Favorina,1 kg,Spagna,2025-01-30,8.6
REC-299437,12690,Snack mix,Alesto,200 g,"Frankrijk,Duitsland",2024-08-05,16.44
REC-678303,8659,Madeleines coquilles,Sondey,Unknown,France,2024-11-13,18.08
REC-520068,13562,Pitch,Brioche Pasquier,310 g,"France,Suisse",2024-04-25,2.78
REC-125492,5559,"Ker Cadélac - Marble Cake, 500g (17.6oz)",Ker Cadélac,500 g e,Francia,2024-10-05,18.41
REC-451824,12389,Petit beurre tablette Chocolat noir,"Carrefour BIO, Carrefour",Unknown,"Belgique,France,Polynésie française,Guadeloupe,Italie,Pologne,Roumanie,Espagne,en:france",2024-05-08,14.9
